City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,gat,31.61,34.7642,54.39,100,20,8.23,IL,1675537315
367,kuzino,57.0224,59.4412,-0.08,99,84,1.32,RU,1675537491
368,yingkou,40.6648,122.2283,27.07,55,3,11.92,CN,1675537220
369,lata,40.1629,-8.3327,53.82,74,0,3.94,PT,1675537453
370,severobaykalsk,55.65,109.3167,-3.05,90,79,5.61,RU,1675537492
371,iqaluit,63.7506,-68.5145,-31.27,66,20,17.27,CA,1675537492
372,preili,56.2944,26.7246,21.4,93,97,10.71,LV,1675537492
373,dobbs ferry,41.0145,-73.8726,22.23,34,13,3.0,US,1675537434
374,taixing,32.1667,120.0136,37.06,76,100,6.67,CN,1675537493
375,coquimbo,-29.9533,-71.3436,73.13,64,40,10.36,CL,1675537493
376,voloshka,61.3314,40.0858,15.98,97,99,3.53,RU,1675537493
377,coolum beach,-26.5333,153.1,76.33,93,72,8.19,AU,1675537494
378,immokalee,26.4187,-81.4173,76.91,64,100,20.71,US,1675537494
379,bandarbeyla,9.4942,50.8122,75.83,65,99,15.37,SO,1675537494
380,trinidad,-14.8333,-64.9,82.38,74,75,5.75,BO,1675537495
381,sabzevar,36.2126,57.6819,39.63,44,1,4.85,IR,1675537495
382,bambanglipuro,-7.95,110.2833,75.81,91,100,4.14,ID,1675537495
383,conde,-7.2597,-34.9075,85.46,62,20,14.97,BR,1675537495
384,balgazyn,51.0,95.2,0.81,96,100,1.63,RU,1675537496
385,general roca,-39.0333,-67.5833,100.62,13,0,12.17,AR,1675537496
386,awbari,26.5921,12.7805,57.07,17,99,9.48,LY,1675537496
387,aden,12.7794,45.0367,75.47,73,9,7.09,YE,1675537497
388,rock springs,41.5875,-109.2029,31.44,64,0,11.5,US,1675537467
389,wilmington,34.2257,-77.9447,46.31,45,0,9.22,US,1675537348
390,kahului,20.8947,-156.47,72.84,94,100,13.0,US,1675537267
391,moranbah,-22.0016,148.0466,73.81,90,72,8.88,AU,1675537497
392,westerland,54.9079,8.3033,33.82,86,75,9.22,DE,1675537497
393,half moon bay,37.4636,-122.4286,61.45,93,100,8.05,US,1675537239
394,vao,-22.6667,167.4833,79.3,86,85,19.1,NC,1675537498
395,santa ana,33.7456,-117.8678,71.87,46,0,3.0,US,1675537227
396,coihaique,-45.5752,-72.0662,84.15,32,20,10.36,CL,1675537423
397,weinan,34.5036,109.5089,37.51,50,84,2.98,CN,1675537498
398,mlimba,-8.8,35.8167,72.54,92,97,3.42,TZ,1675537498
399,siguiri,11.6667,-9.5,86.29,14,95,2.04,GN,1675537499
400,juneau,58.3019,-134.4197,34.21,97,100,0.0,US,1675537499
401,kilemary,56.7783,46.8659,6.67,100,99,2.15,RU,1675537499
402,gra liyia,35.0167,25.6833,56.12,70,95,4.0,GR,1675537499
403,palu,-0.8917,119.8707,75.24,93,100,1.34,ID,1675537500
404,talant,47.3369,5.0089,47.01,81,0,4.61,FR,1675537500
405,cayenne,4.9333,-52.3333,75.24,100,75,3.44,GF,1675537318
406,mago,53.2514,140.1822,-26.28,100,91,1.3,RU,1675537500
407,merrill,45.1805,-89.6835,23.81,60,0,8.05,US,1675537212
408,bukachacha,52.9833,116.9167,-13.31,99,22,3.51,RU,1675537501
409,gorontalo,0.5412,123.0595,74.3,91,100,3.33,ID,1675537501
410,naze,28.3667,129.4833,56.32,68,100,10.67,JP,1675537503
411,altay,47.8667,88.1167,18.32,80,100,4.47,CN,1675537504
412,zhicheng,30.2956,111.5047,43.47,64,52,2.21,CN,1675537506
413,sladkovo,55.5284,70.3385,0.23,100,100,3.67,RU,1675537507
414,sola,-13.8833,167.55,77.67,100,100,0.0,VU,1675537508
415,mitsamiouli,-11.3847,43.2844,81.03,76,99,1.3,KM,1675537509
416,yeppoon,-23.1333,150.7333,78.58,88,78,8.57,AU,1675537510
417,laviana,43.2333,-5.5333,48.29,92,0,3.31,ES,1675537511
418,yar-sale,66.8333,70.8333,12.94,96,100,4.72,RU,1675537512
419,nouadhibou,20.931,-17.0347,73.38,33,84,12.66,MR,1675537512
420,staicele,57.8364,24.75,24.35,84,97,7.72,LV,1675537513
421,douglas,41.3,-96.167,51.51,51,0,10.36,US,1675537292
422,ryotsu,38.0833,138.4333,35.8,63,61,11.54,JP,1675537515
423,kaithal,29.8,76.3833,56.37,58,0,7.7,IN,1675537519
424,sandwick,60.0,-1.25,44.42,76,40,23.02,GB,1675537519
425,hit,33.6416,42.8251,54.21,44,76,8.99,IQ,1675537520
426,agadir,30.4202,-9.5982,63.05,42,4,10.89,MA,1675537520
427,luancheng,37.8792,114.6517,26.76,50,0,2.62,CN,1675537521
428,tautira,-17.7333,-149.15,78.89,79,45,13.15,PF,1675537523
429,malu mare,44.2333,23.8667,40.28,87,100,5.99,RO,1675537524
430,la peca,-5.6111,-78.435,82.51,44,96,3.22,PE,1675537525
431,iguatemi,-23.6803,-54.5611,82.65,58,85,3.62,BR,1675537525
432,fortuna,40.5982,-124.1573,58.93,61,0,18.41,US,1675537376
433,defiance,41.3334,-84.45,35.04,47,0,18.41,US,1675537528
434,pisco,-13.7,-76.2167,75.25,83,0,10.36,PE,1675537528
435,bengkulu,-3.8004,102.2655,74.3,90,100,5.06,ID,1675537529
436,hvide sande,56.0045,8.1294,33.1,84,69,16.58,DK,1675537529
437,kyren,51.6828,102.1408,0.84,89,29,1.34,RU,1675537529
438,urengoy,65.9667,78.3667,6.1,96,100,6.17,RU,1675537530
439,mandera,3.9366,41.867,83.61,24,100,8.48,KE,1675537530
440,san quintin,30.4833,-115.95,64.42,49,0,4.63,MX,1675537531
441,uyemskiy,64.4743,40.8524,-4.36,100,100,1.28,RU,1675537531
442,port augusta,-32.5,137.7667,62.04,62,5,5.53,AU,1675537531
443,banepa,27.6298,85.5214,50.13,81,20,2.3,NP,1675537532
444,vicuna,-30.0319,-70.7081,90.77,38,4,10.4,CL,1675537532
445,malakal,9.5334,31.6605,81.63,19,10,5.57,SS,1675537533
446,itainopolis,-7.4469,-41.4783,100.83,21,64,7.4,BR,1675537533
447,ibra,22.6906,58.5334,68.29,56,5,4.09,OM,1675537533
448,miramar,25.9873,-80.2323,75.99,73,100,21.85,US,1675537533
449,hofn,64.2539,-15.2082,33.13,58,7,13.76,IS,1675537402
450,poddorye,57.4695,31.1156,22.32,95,96,7.65,RU,1675537534
451,swellendam,-34.0226,20.4417,78.01,62,66,3.56,ZA,1675537534
452,peleduy,59.6289,112.7406,-0.58,98,100,4.07,RU,1675537534
453,onega,63.9061,38.1404,2.14,100,100,2.04,RU,1675537535
454,arlit,18.7369,7.3853,77.49,11,45,9.98,NE,1675537535
455,ancud,-41.8697,-73.8203,70.39,64,12,5.99,CL,1675537321
456,irtyshskiy,58.3333,68.1333,-0.06,99,93,4.0,RU,1675537535
457,el dorado,38.7666,-120.5177,54.91,44,100,1.99,US,1675537524
458,marsa matruh,31.3525,27.2453,55.6,71,20,8.05,EG,1675537536
459,hualmay,-11.0964,-77.6139,77.5,69,81,9.19,PE,1675537536
460,usogorsk,63.4106,48.6872,-1.95,100,100,2.24,RU,1675537537
461,gigmoto,13.7796,124.39,77.04,87,91,13.47,PH,1675537537
462,zyryanovsk,49.7386,84.2719,25.48,97,100,1.66,KZ,1675537537
463,sal rei,16.1833,-22.9167,73.6,60,37,16.11,CV,1675537537
464,ushtobe,45.2514,77.9838,30.81,98,100,1.74,KZ,1675537538
465,marawi,7.9986,124.2928,67.01,91,100,1.77,PH,1675537538
466,xining,36.6167,101.7667,28.94,34,50,1.59,CN,1675537538
467,weiser,44.251,-116.9693,40.32,67,37,1.01,US,1675537539
468,hervey bay,-25.2986,152.8535,78.17,84,94,8.77,AU,1675537539
469,nabire,-3.3667,135.4833,75.11,95,100,1.9,ID,1675537539
470,olinda,-8.0089,-34.8553,83.93,70,40,13.8,BR,1675537540
471,nicoya,10.1483,-85.452,92.55,33,5,18.03,CR,1675537540
472,seymchan,62.8833,152.4333,-13.14,97,100,2.93,RU,1675537540
473,moree,-29.4667,149.85,62.82,32,0,5.97,AU,1675537541
474,elko,41.0002,-115.5012,28.63,64,89,5.01,US,1675537541
475,labuhan,-6.8844,112.2051,77.59,87,100,7.23,ID,1675537541
476,port hedland,-20.3167,118.5667,78.85,78,10,10.36,AU,1675537542
477,torbay,47.6666,-52.7314,9.57,77,100,31.07,CA,1675537542
478,truro,50.2653,-5.0544,49.28,87,75,5.75,GB,1675537307
479,presidencia roque saenz pena,-26.7852,-60.4388,95.81,20,8,9.98,AR,1675537542
480,bubaque,11.2833,-15.8333,77.97,65,15,11.9,GW,1675537543
481,shancheng,34.7953,116.0817,34.88,65,0,6.46,CN,1675537543
482,concepcion,-36.827,-73.0498,64.2,77,100,11.5,CL,1675537529
483,ketchikan,55.3422,-131.6461,44.58,81,100,6.91,US,1675537543
484,kostomuksha,64.571,30.5767,-2.94,98,100,4.81,RU,1675537543
485,soyo,-6.1349,12.3689,80.74,84,75,10.67,AO,1675537544
486,dingle,10.9995,122.6711,74.34,94,100,9.37,PH,1675537428
487,lewiston,44.1003,-70.2148,7.59,36,54,4.0,US,1675537544
488,toora-khem,52.4675,96.11,-4.56,100,100,1.3,RU,1675537544
489,toamasina,-18.1667,49.3833,77.0,94,75,9.22,MG,1675537545
490,la garriga,41.6833,2.2833,60.21,44,0,5.46,ES,1675537545
491,gioia del colle,40.7967,16.9236,47.08,48,29,22.26,IT,1675537545
492,hyeres,43.1167,6.1167,54.68,71,0,4.5,FR,1675537546
493,porbandar,21.6422,69.6093,70.5,40,6,9.93,IN,1675537546
494,pyaozerskiy,65.8333,31.1667,8.58,90,18,7.83,RU,1675537546
495,bilibino,68.0546,166.4372,-33.83,99,19,5.06,RU,1675537547
496,kurduvadi,18.0833,75.4333,73.85,21,24,7.36,IN,1675537547
497,taoudenni,22.6783,-3.9836,63.23,29,100,11.45,ML,1675537547
498,thurles,52.6819,-7.8022,43.63,93,100,6.2,IE,1675537253
499,susanville,40.4163,-120.653,44.11,72,0,3.44,US,1675537548
500,ust-ishim,57.6935,71.1665,-1.37,100,97,1.1,RU,1675537422
501,tevriz,57.509,72.4042,-3.19,100,99,1.14,RU,1675537548
502,yarim,14.298,44.3779,53.56,68,21,1.74,YE,1675537548
503,ngorongoro,-3.2397,35.4875,55.72,59,100,2.04,TZ,1675537549
504,esperance,-33.8667,121.9,64.09,71,0,16.4,AU,1675537549
505,matehuala,23.65,-100.65,64.36,23,13,9.06,MX,1675537549
506,talakan,50.3167,130.3667,-7.91,100,100,1.79,RU,1675537550
507,nayoro,44.3506,142.4578,16.21,96,100,1.74,JP,1675537550
508,nova aurora,-22.8667,-52.5667,80.94,63,95,10.11,BR,1675537550
509,svetlogorsk,52.6333,29.7333,20.39,91,95,9.46,BY,1675537550
510,chaplynka,46.3651,33.5403,34.52,62,100,9.73,UA,1675537551
511,tsumeb,-19.2333,17.7167,72.3,74,100,7.83,NA,1675537551
512,hasaki,35.7333,140.8333,37.22,54,1,15.97,JP,1675537383
513,osuna,37.2377,-5.1075,44.19,50,0,2.75,ES,1675537551
514,moose factory,51.2585,-80.6094,8.6,78,100,11.5,CA,1675537552
515,kununurra,-15.7667,128.7333,75.18,94,85,3.44,AU,1675537552
516,cardston,49.2,-113.3019,41.29,42,8,16.11,CA,1675537552
517,tongchuan,35.0806,109.0897,35.35,43,95,3.18,CN,1675537553
518,adrar,20.5022,-10.0711,64.18,15,100,10.4,MR,1675537553
519,doha,25.2867,51.5333,64.38,50,0,5.75,QA,1675537553
520,nishihara,26.1842,127.7558,63.68,78,100,9.22,JP,1675537443
521,vila velha,-20.3297,-40.2925,89.55,70,0,13.8,BR,1675537554
522,placido de castro,-10.3353,-67.1856,76.06,89,100,0.56,BR,1675537554
523,auki,-8.7676,160.7034,79.29,86,99,5.39,SB,1675537554
524,wrexham,53.0,-3.0,50.02,87,100,10.36,GB,1675537555
525,aldan,58.6031,125.3894,-11.6,99,100,3.87,RU,1675537555
526,wenceslau braz,-23.8739,-49.8028,74.59,78,100,11.01,BR,1675537555
527,urumqi,43.801,87.6005,13.15,86,100,4.47,CN,1675537555
528,suvorovo,43.3333,27.6,34.21,97,100,10.78,BG,1675537556
529,najran,17.4924,44.1277,68.65,44,21,2.64,SA,1675537556
530,nizwa,22.9333,57.5333,71.73,53,1,1.01,OM,1675537433
531,sabalgarh,26.25,77.4,63.19,38,0,2.91,IN,1675537556
532,basoko,1.2391,23.616,78.13,38,15,2.82,CD,1675537557
533,slantsy,59.1182,28.0914,22.5,87,97,7.61,RU,1675537557
534,charters towers,-20.1,146.2667,75.7,88,100,7.09,AU,1675537557
535,coro,11.4045,-69.6734,83.34,64,22,20.15,VE,1675537558
536,boa vista,2.8197,-60.6733,85.98,58,40,6.91,BR,1675537264
537,sakakah,29.9697,40.2064,53.17,41,0,7.76,SA,1675537558
538,medina del campo,41.3124,-4.9141,48.7,41,0,6.11,ES,1675537558
539,vawkavysk,53.1561,24.4513,25.14,76,99,13.0,BY,1675537559
540,mayumba,-3.432,10.6554,77.74,86,86,6.53,GA,1675537559
541,makakilo city,21.3469,-158.0858,70.68,85,100,8.05,US,1675537559
542,carupano,10.6678,-63.2585,80.91,69,47,14.67,VE,1675537559
543,gejiu,23.306,103.1635,45.39,96,34,3.0,CN,1675537560
